name,content
jaraco.classes,"jaraco/jaraco.classes,Name already in use,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again.,Available as part of the Tidelift Subscription.,This project and the maintainers of thousands of other packages are working with Tidelift to deliver one enterprise subscription that covers all of the open source you use.,.,To report a security vulnerability, please use the
,.
Tidelift will coordinate the fix and disclosure."
name,content
nvidia-cuda-runtime-cu11,"CUDA Zone,Get exclusive access to hundreds of SDKs, technical trainings, and opportunities , to connect with millions of like-minded developers, researchers, and students.,Join the NVIDIA Developer Program to watch technical sessions from conferences around the world., ,Explore exclusive discounts for higher education, CUDA® is a parallel computing platform and programming model developed by NVIDIA for general computing on graphical processing units (GPUs). With CUDA, developers are able to dramatically speed up computing applications by harnessing the power of GPUs., In GPU-accelerated applications, the sequential part of the workload runs on the CPU – which is optimized for single-threaded performance – while the compute intensive portion of the application runs on thousands of GPU cores in parallel. When using CUDA, developers program in popular languages such as C, C++, Fortran, Python and MATLAB and express parallelism through extensions in the form of a few basic keywords., The , from NVIDIA provides everything you need to develop GPU-accelerated applications. The CUDA Toolkit includes GPU-accelerated libraries, a compiler, development tools and the CUDA runtime.,Thousands of applications developed with CUDA have been deployed to GPUs in embedded systems, workstations, datacenters and in the cloud., , CUDA serves as a common platform across all NVIDIA GPU families so you can deploy and scale your application across GPU configurations., , , , , The first GPUs were designed as graphics accelerators, becoming more programmable over the 90s, culminating in NVIDIA's first GPU in 1999. Researchers and scientists rapidly began to apply the excellent floating point performance of this GPU for general purpose computing. In 2003, a team of researchers led by Ian Buck unveiled Brook, the first widely adopted programming model to extend C with data-parallel constructs. Ian Buck later joined NVIDIA and led the launch of CUDA in 2006, the world's first solution for general-computing on GPUs., Since its inception, the CUDA ecosystem has grown rapidly to include software development tools, services and partner-based solutions. The , includes libraries, debugging and optimization tools, a compiler and a runtime library to deploy your application. You'll also find code samples, programming guides, user manuals, API references and other documentation to help you get started.,cuRAND,NPP,Math Library,cuFFT,nvGRAPH,NCCL,Nsight,Visual Profiler, CUDA GDB,CUDA MemCheck,OpenACC,CUDA Profiling Tools Interface,CUDA accelerates applications across a wide range of domains from image processing, to deep learning, numerical analytics and computational science.,Get started with CUDA by downloading the CUDA Toolkit and exploring introductory resources including videos, code samples, hands-on labs and webinars."
name,content
dbus-python,"best,This page lists implementations and language bindings for the D-Bus protocol, their status and, if appropriate, links to download them. ,GDBus is part of GNOME's GLib library, since version 2.26+. Language bindings are available via GObject-Introspection. It is an implementation of the D-Bus protocol (not a binding).,QtDBus is part of Qt, and is a higher-level binding for libdbus. Various language bindings for QtDBus are available.,Eldbus is part of Enlightenment's EFL. It is a binding for libdbus.,If you use this low-level API directly, you're signing up for some pain. —official API documentation,libdbus is part of dbus, and is the reference implementation of the D-Bus protocol. This does not make it the , implementation of D-Bus, and for most purposes it isn't the best available. Its maintainers recommend using GDBus, sd-bus or QtDBus instead.,sd-bus is part of libsystemd, and is an implementation of the D-Bus protocol (not a binding).,If you implement a new C++ library for D-Bus, please call it something more distinctive than /dbus-c(p|x|plus|+)\1/, otherwise everyone will mix it up with the existing libraries.,dbus-cxx is a sigc++ binding for libdbus.,dbus-cpp is a header-only C++11 binding for libdbus.,Also known as dbus-cplusplus, this is a C++ binding for libdbus. It appears to be inactive (latest release 2011) and is not recommended. Various forks exist; please list any actively-maintained forks here if you know of them.,A C++17 binding for systemd's sd-bus., is a modern, pythonic D-Bus library built on top of PyGI and GDBus., is a another modern python library for D-Bus.,GDBus, the D-Bus implementation in GLib, can be used from Python 2 or 3 via ,.,QtDBus, the D-Bus implementation in Qt, can be used from Python 2 or 3 via recent versions of ,., is a native Python implementation of the D-Bus protocol for the Twisted networking framework. , is a pure Python D-Bus module.
It consists of an IO-free core implementing the protocol, and integrations
for both blocking I/O and for different asynchronous frameworks., is the most popular Ruby D-Bus library. It is an implementation of the D-Bus protocol (not a binding).,Rust implementation, based on Serde.,libdbus-based binding.,dbus-sharp is an implementation of the D-Bus protocol (not a binding).,FreePascal has dbus package included.,Gambas has gb.dbus package included.,Since version 2.0 it has been a complete native implementation of the protocol and not a wrapper around the reference implementation. 1.x versions are feature-complete bindings around the reference implementation.,Java D-Bus is hosted in freedesktop.org's ,., ,The last release binding the reference implementation is ,. (2006-12-26),Documentation and API reference for the Java implementation of D-Bus is ,.,The Maintainer is Matthew Johnson < , > ,dbus-glib is an old GLib binding for libdbus. ,dbus-python is a binding for libdbus, the reference implementation of D-Bus. For compatibility reasons, its API involves a lot of type-guessing (despite ""explicit is better than implicit"" and ""resist the temptation to guess""). "
name,content
nvidia-nccl-cu11,"CUDA Zone,Get exclusive access to hundreds of SDKs, technical trainings, and opportunities , to connect with millions of like-minded developers, researchers, and students.,Join the NVIDIA Developer Program to watch technical sessions from conferences around the world., ,Explore exclusive discounts for higher education, CUDA® is a parallel computing platform and programming model developed by NVIDIA for general computing on graphical processing units (GPUs). With CUDA, developers are able to dramatically speed up computing applications by harnessing the power of GPUs., In GPU-accelerated applications, the sequential part of the workload runs on the CPU – which is optimized for single-threaded performance – while the compute intensive portion of the application runs on thousands of GPU cores in parallel. When using CUDA, developers program in popular languages such as C, C++, Fortran, Python and MATLAB and express parallelism through extensions in the form of a few basic keywords., The , from NVIDIA provides everything you need to develop GPU-accelerated applications. The CUDA Toolkit includes GPU-accelerated libraries, a compiler, development tools and the CUDA runtime.,Thousands of applications developed with CUDA have been deployed to GPUs in embedded systems, workstations, datacenters and in the cloud., , CUDA serves as a common platform across all NVIDIA GPU families so you can deploy and scale your application across GPU configurations., , , , , The first GPUs were designed as graphics accelerators, becoming more programmable over the 90s, culminating in NVIDIA's first GPU in 1999. Researchers and scientists rapidly began to apply the excellent floating point performance of this GPU for general purpose computing. In 2003, a team of researchers led by Ian Buck unveiled Brook, the first widely adopted programming model to extend C with data-parallel constructs. Ian Buck later joined NVIDIA and led the launch of CUDA in 2006, the world's first solution for general-computing on GPUs., Since its inception, the CUDA ecosystem has grown rapidly to include software development tools, services and partner-based solutions. The , includes libraries, debugging and optimization tools, a compiler and a runtime library to deploy your application. You'll also find code samples, programming guides, user manuals, API references and other documentation to help you get started.,cuRAND,NPP,Math Library,cuFFT,nvGRAPH,NCCL,Nsight,Visual Profiler, CUDA GDB,CUDA MemCheck,OpenACC,CUDA Profiling Tools Interface,CUDA accelerates applications across a wide range of domains from image processing, to deep learning, numerical analytics and computational science.,Get started with CUDA by downloading the CUDA Toolkit and exploring introductory resources including videos, code samples, hands-on labs and webinars."
name,content
nvidia-curand-cu11,"CUDA Zone,Get exclusive access to hundreds of SDKs, technical trainings, and opportunities , to connect with millions of like-minded developers, researchers, and students.,Join the NVIDIA Developer Program to watch technical sessions from conferences around the world., ,Explore exclusive discounts for higher education, CUDA® is a parallel computing platform and programming model developed by NVIDIA for general computing on graphical processing units (GPUs). With CUDA, developers are able to dramatically speed up computing applications by harnessing the power of GPUs., In GPU-accelerated applications, the sequential part of the workload runs on the CPU – which is optimized for single-threaded performance – while the compute intensive portion of the application runs on thousands of GPU cores in parallel. When using CUDA, developers program in popular languages such as C, C++, Fortran, Python and MATLAB and express parallelism through extensions in the form of a few basic keywords., The , from NVIDIA provides everything you need to develop GPU-accelerated applications. The CUDA Toolkit includes GPU-accelerated libraries, a compiler, development tools and the CUDA runtime.,Thousands of applications developed with CUDA have been deployed to GPUs in embedded systems, workstations, datacenters and in the cloud., , CUDA serves as a common platform across all NVIDIA GPU families so you can deploy and scale your application across GPU configurations., , , , , The first GPUs were designed as graphics accelerators, becoming more programmable over the 90s, culminating in NVIDIA's first GPU in 1999. Researchers and scientists rapidly began to apply the excellent floating point performance of this GPU for general purpose computing. In 2003, a team of researchers led by Ian Buck unveiled Brook, the first widely adopted programming model to extend C with data-parallel constructs. Ian Buck later joined NVIDIA and led the launch of CUDA in 2006, the world's first solution for general-computing on GPUs., Since its inception, the CUDA ecosystem has grown rapidly to include software development tools, services and partner-based solutions. The , includes libraries, debugging and optimization tools, a compiler and a runtime library to deploy your application. You'll also find code samples, programming guides, user manuals, API references and other documentation to help you get started.,cuRAND,NPP,Math Library,cuFFT,nvGRAPH,NCCL,Nsight,Visual Profiler, CUDA GDB,CUDA MemCheck,OpenACC,CUDA Profiling Tools Interface,CUDA accelerates applications across a wide range of domains from image processing, to deep learning, numerical analytics and computational science.,Get started with CUDA by downloading the CUDA Toolkit and exploring introductory resources including videos, code samples, hands-on labs and webinars."
name,content
mpmath," is a free (BSD licensed) Python library for real and complex floating-point arithmetic with arbitrary precision. It has been developed by , since 2007, with help from many contributors.,The following example computes 50 digits of pi by numerically evaluating the Gaussian integral with mpmath. See , and the documentation links below for many more examples!,mpmath works with both Python 2 and Python 3, with no other required dependencies. It can be used as a library, interactively via the Python interpreter, or from within the , or , computer algebra systems which include mpmath as standard component. , lets you use mpmath directly in the browser.,The latest version is 1.3.0, released 2023-03-07. Download: ,Source code git repository: ,Issue tracker: ,Feedback and questions are welcome on the , (mpmath@googlegroups.com),This project was previously hosted on Google Code. See , for the old site.,The documentation provides installation instructions and lots of interactive examples., (HTML),mpmath can be used as an arbitrary-precision substitute for Python's float/complex types and math/cmath modules, but also does much more ,. Almost any calculation can be performed just as well at 10-digit or 1000-digit precision, with either real or complex numbers, and in many cases mpmath implements efficient algorithms that scale well for extremely high precision work.,mpmath implements a huge number of ,, with arbitrary precision and full support for complex numbers:,mpmath also includes rudimentary support for interval arithmetic (only basic functions are available).,If , is available, mpmath provides a convenient plotting interface. The pictures at the top of this page were generated by the commands ,, ,, and the , script. See the , for more images.,mpmath internally uses Python's builtin long integers by default, but automatically switches to ,/, for much faster high-precision arithmetic if , is installed or if mpmath is imported from within ,.,The , computer algebra system includes mpmath as a standard component, and uses it for numerical evaluation of special functions. , and ,, Python computer algebra systems, use mpmath for numerical evaluation. Other software includes:,As of April 2014, Google Scholar , in the scientific literature. A very outdated hand-compiled list can be found ,.,If you use mpmath in your research, please cite it! In BibTeX format, the following entry can be used:"
name,content
pymongo,"mongodb/mongo-python-driver,Name already in use,PyMongo,examples,doc/build/html/,
        PyMongo - the Official MongoDB Python driver
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again.,The PyMongo distribution contains tools for interacting with MongoDB
database from Python.  The , package is an implementation of
the , for Python. The ,
package is a native Python driver for MongoDB. The , package
is a ,
implementation on top of ,.,PyMongo supports MongoDB 3.6, 4.0, 4.2, 4.4, 5.0, and 6.0.,For issues with, questions about, or feedback for PyMongo, please look into
our ,. Please
do not email any of the PyMongo developers directly with issues or
questions - you're more likely to get an answer on the ,.,Think you’ve found a bug? Want to see a new feature in PyMongo? Please open a
case in our issue management tool, JIRA:,Bug reports in JIRA for all driver projects (i.e. PYTHON, CSHARP, JAVA) and the
Core Server (i.e. SERVER) project are ,.,Please include all of the following information when opening an issue:,Detailed steps to reproduce the problem, including full traceback, if possible.,The exact python version used, with patch level:,The exact version of PyMongo used, with patch level:,The operating system and version (e.g. Windows 7, OSX 10.8, ...),Web framework or asynchronous network library used, if any, with version (e.g.
Django 1.7, mod_wsgi 4.3.0, gevent 1.0.1, Tornado 4.0.2, ...),If you’ve identified a security vulnerability in a driver or any other
MongoDB project, please report it according to the ,.,PyMongo can be installed with ,:,Or , from
,:,You can also download the project source and do:,Do , install the ""bson"" package from pypi. PyMongo comes with its own
bson package; doing ""easy_install bson"" installs a third-party package that
is incompatible with PyMongo.,PyMongo supports CPython 3.7+ and PyPy3.7+.,Required dependencies:,Support for mongodb+srv:// URIs requires ,Optional dependencies:,GSSAPI authentication requires , on Unix or , on Windows. The correct
dependency can be installed automatically along with PyMongo:,MONGODB-AWS authentication requires ,:,OCSP (Online Certificate Status Protocol) requires ,, ,, , and may
require ,:,Wire protocol compression with snappy requires ,:,Wire protocol compression with zstandard requires ,:,Client-Side Field Level Encryption requires , and
,:,You can install all dependencies automatically with the following
command:,Additional dependencies are:,Here's a basic example (for more see the , section of the docs):,Documentation is available at ,.,To build the documentation, you will need to install ,.
Documentation can be generated by running ,. Generated documentation can be found in the
, directory.,The easiest way to run the tests is to run , in
the root of the distribution.,To verify that PyMongo works with Gevent's monkey-patching:,Or with Eventlet's:,
      PyMongo - the Official MongoDB Python driver
    "
name,content
SecretStorage,"mitya57/secretstorage,Name already in use,label,secret,attributes,
        Python bindings to Freedesktop.org Secret Service API
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again.,This module provides a way for securely storing passwords and other secrets.,It uses D-Bus , API that is supported by GNOME Keyring,
KWallet (since version 5.97) and KeePassXC.,The main classes provided are ,, representing a secret
item (that has a ,, a , and some ,) and
,, a place items are stored in.,SecretStorage supports most of the functions provided by Secret Service,
including creating and deleting items and collections, editing items,
locking and unlocking collections.,The documentation can be found on ,.,Note,SecretStorage 3.x supports Python 3.6 and newer versions.
If you have an older version of Python, install SecretStorage 2.x:,SecretStorage requires these packages to work:,To build SecretStorage, use this command:,If you have , installed, you can also build the documentation:,First, make sure that you have the Secret Service daemon installed.
The , is the reference server-side implementation for the
Secret Service specification.,Then, start the daemon and unlock the , collection, if needed.
The testsuite will fail to run if the , collection exists and is
locked. If it does not exist, the testsuite can also use the temporary
, collection, as provided by the GNOME Keyring.,Then, run the Python unittest module:,If you want to run the tests in an isolated or headless environment, run
this command in a D-Bus session:,SecretStorage is available under BSD license. The source code can be found
on ,.,
      Python bindings to Freedesktop.org Secret Service API
    "
name,content
huggingface-hub,"huggingface/huggingface_hub,Name already in use,
        All the open source things related to the Hugging Face Hub.
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again.,
,
,
,
,The , is a client library to interact with the Hugging Face Hub. The Hugging Face Hub is a platform with over 90K models, 14K datasets, and 12K demos in which people can easily collaborate in their ML workflows. The Hub works as a central place where anyone can share, explore, discover, and experiment with open-source Machine Learning.,With ,, you can easily download and upload models, datasets, and Spaces. You can extract useful information from the Hub, and do much more. Some example use cases:,Read all about it in ,.,We're partnering with cool open source ML libraries to provide free model hosting and versioning. You can find the existing integrations ,.,The advantages are:,If you would like to integrate your library, feel free to open an issue to begin the discussion. We wrote a , with , showing how to do this integration.,
      All the open source things related to the Hugging Face Hub.
    "
name,content
cmake,"June 13 – 15, 2023,1 pm to 5 pm EST,CMake is part of Kitware’s collection of commercially supported , for software development.,Attend an upcoming CMake training course, , , ,CMake 3.26.3 is available for download,Kitware is excited to announce our Summer 2023 training courses. In June we are hosting training classes for our popular open source platforms, CMake and VTK. Our courses are taught by Kitware’s software R&D experts who champion these platforms. They mix theory and application with a set of tutorials and exercises. If you are interested […],CMake 3.26.2 is available for download,
	, | 
	, | 
	, | 
	, | 
	,
				,Share your input on Kitware’s paid public training courses! Help us offer the best material to help you become an expert with our popular open source software tools."
name,content
lit,"The LLVM Project is a collection of modular and reusable compiler and
   toolchain technologies.  Despite its name, LLVM has little to do with
   traditional virtual machines.  The name
   ""LLVM"" itself is not an acronym; it is the full name of the project.,LLVM began as a , at
   the ,, with
   the goal of providing a modern, SSA-based compilation strategy capable
   of supporting both static and dynamic compilation of arbitrary
   programming languages.  Since then, LLVM has
   grown to be an umbrella project consisting of a number of
   subprojects, many of which are being used in production by a wide variety of
   , projects
   as well as being widely used in ,.  Code
   in the LLVM project is licensed under the
   ,
   ,The primary sub-projects of LLVM are:,The , libraries provide a modern source- and
    target-independent ,, along with
    , for many
    popular CPUs (as well as some less common ones!) These libraries are built
    around a , code representation
    known as the LLVM intermediate representation (""LLVM IR"").  The LLVM Core
    libraries are ,, and it is particularly
    easy to invent your own language (or port an existing compiler) to use
    ,., is an ""LLVM native""
    C/C++/Objective-C compiler, which aims to deliver amazingly fast compiles,
    extremely useful , and to provide a platform for building great
    source level tools.
    The , and
    , are
    tools that automatically find bugs in your code, and are great examples of the
    sort of tools that can be built using the Clang frontend as a library to
    parse C/C++ code.,The , project builds on
    libraries provided by LLVM and Clang to provide a great native debugger.
    It uses the Clang ASTs and expression parser, LLVM JIT, LLVM disassembler,
    etc so that it provides an experience that ""just works"".  It is also
    blazing fast and much more memory efficient than GDB at loading symbols.
    ,The , and
    , projects provide
    a standard conformant and high-performance implementation of the C++
    Standard Library, including full support for C++11 and C++14.,The , project
    provides highly tuned implementations of the low-level code generator
    support routines like "","" and other calls generated when
    a target doesn't have a short sequence of native instructions to implement
    a core IR operation. It also provides implementations of run-time libraries
    for dynamic testing tools such as
    ,,
    ,,
    ,,
    and
    ,.
    ,The , subproject is a novel
    approach to building reusable and extensible compiler infrastructure. MLIR
    aims to address software fragmentation, improve compilation for heterogeneous
    hardware, significantly reduce the cost of building domain specific compilers,
    and aid in connecting existing compilers together.
    ,The , subproject
    provides an , runtime for use with the
    OpenMP implementation in Clang.,The , project implements
    a suite of cache-locality optimizations as well as auto-parallelism and
    vectorization using a polyhedral model.,The , project aims to
    implement the OpenCL standard library.,The , project implements a
    ""symbolic virtual machine"" which uses a theorem prover to try to evaluate
    all dynamic paths through a program in an effort to find bugs and to prove
    properties of functions.  A major feature of klee is that it can produce a
    testcase in the event that it detects a bug.,The , project is a new
    linker. That is a drop-in replacement for system linkers
    and runs much faster.,The ,
    project is a post-link optimizer. It achieves the improvements by optimizing
    application's code layout based on execution profile gathered by sampling
    profiler.,In addition to official subprojects of LLVM, there are a broad variety of
other projects that ,.  Through these external projects you can use
LLVM to compile Ruby, Python, Haskell, Rust, D, PHP, Pure, Lua, Julia, and a number of
other languages. A major strength of LLVM is its versatility, flexibility, and
reusability, which is why it is being used for such a wide variety of different
tasks: everything from doing light-weight JIT compiles of embedded languages
like Lua to compiling Fortran code for massive super computers.,As much as everything else, LLVM has a broad and friendly community of people
who are interested in building great low-level tools.  If you are interested in
,, a
good first place is to skim the , and join ,.  For information on how to send in a patch, get commit access, and
copyright and license topics, please see ,.
,: LLVM 16.0.0 is now ,!  LLVM is publicly available under an open source ,.  Also, you might want to
  check out , in Git that will appear in the next LLVM release.  If
  you want them early, , through
  anonymous Git.,
, - EuroLLVM Dev Mtg,
,LLVM has been awarded the ,!
     This award is given by ACM to , software system worldwide
   every year.
   ,
     LLVM is ,!
     Click on any of the individual recipients' names on that page for
     the detailed citation describing the award.
  ,Upcoming:,Proceedings from past meetings:"
name,content
