name,content
cheap-repr,"Search code, repositories, users, issues, pull requests...,
        Provide feedback
      ,
        Saved searches
      ,alexmojaki/cheap_repr,Name already in use,cheap_repr,suppressed,We read every piece of feedback, and take your input very seriously.,
            To see all available qualifiers, see our ,.
          ,
        Better version of repr/reprlib for short, cheap string representations in Python
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again., , , ,This library provides short, fast, configurable string representations, and an easy API for registering your own. It's an improvement of the standard library module , (, in Python 2).,Just use the , function instead of ,:, knows how to handle many different types out of the box. You can register a function for any type, and pull requests to make these part of the library are welcome. If it doesn't know how to handle a particular type, the default , is used, possibly truncated:, is meant to prevent slow, expensive computations of string representations. So if it finds that a particular class can potentially produce very long representations, the class will be ,, meaning that in future the  , won't be calculated at all:, refers to the attribute on the function itself, not the module. By default it's 300, meaning that a , longer than 300 characters will trigger the suppression.,For example:,In general, write a function that takes two arguments , and decorate it with ,. Then , where , will dispatch to that function, unless there is also a registered function for a subclass which , is also an instance of. More precisely, the function corresponding to the first class in the MRO will be used. This is in contrast to the standard library module ,, which cannot handle subclasses that aren't explicitly 'registered', or classes with the same name.,The , argument is an object with a couple of useful attributes and methods:, produces a comma-separated representation of ,, automatically handling nesting and iterables that are too long, surrounded by , and ,. The number of items is limited to , (see the configuration section below).,Set , to include items from both the beginning and end, possibly leaving out items
in the middle. Only do this if , supports efficient slicing at the end, e.g. ,.,Provide the , parameter if , doesn't work. Usually this is not needed., returns a version of , at most , characters long, with the middle replaced by , if necessary., indicates how much nesting is still allowed in the result. If it's 0, return something minimal such as , to indicate that the original object is too deep to show all its contents. Otherwise, if you use , on several items inside ,, pass , as the second argument, e.g. ,.,If an exception occurs in ,, whether from a registered repr function or the usual ,, the exception will be caught and the cheap repr of the class will be suppressed:,If you would prefer exceptions to bubble up normally, you can:,To configure a specific function, you set attributes on that function. To find the function corresponding to a class, use ,:,For most functions, there are two attributes available to configure, but contributors and library writers are encouraged to add arbitrary attributes for their own functions. The first attribute is ,, described in the previous section.,The other configurable attribute is ,. All registered repr functions have this attribute. It determines the maximum number of 'parts' (e.g. list elements or string characters, the meaning depends on the function) from the input that the output can display without truncation. The default value is 6. The decorator , conveniently sets the attribute to make writing your own registered functions nicer. For example:,The functions for ,s and , from the , library don't use ,.
For the , function there's , and ,. For the , function there's just ,., takes an optional argument , which controls the display of nested objects. Typically this decreases through recursive calls, and when it's 0, the contents of the object aren't shown. See 'Registering your own repr function' for more details. This means you can change the amount of nested data in the output of , by changing the , argument. The default value is ,, which is initially 3. This means that changing , will effectively change the , argument whenever it isn't explicitly specified.,These things that can be configured globally:, returns a string that looks like the default ,. This is handy if you don't want to write your own repr function to register. Simply register this function instead, e.g., returns , - register it with a class to indicate that its own , method is already fine. This prevents it from being supressed when its output is a bit long., is handy when you want to register a repr function for a class that may not exist, e.g. if the class is in a third party package that may not be installed. See the docstring for more details.,
      Better version of repr/reprlib for short, cheap string representations in Python
    "
name,content
nvidia-cuda-runtime-cu11,"CUDA Zone,CUDA® is a parallel computing platform and programming model developed by NVIDIA for general computing on graphical processing units (GPUs). With CUDA, developers are able to dramatically speed up computing applications by harnessing the power of GPUs.,In GPU-accelerated applications, the sequential part of the workload runs on the CPU – which is optimized for single-threaded performance – while the compute intensive portion of the application runs on thousands of GPU cores in parallel. When using CUDA, developers program in popular languages such as C, C++, Fortran, Python and MATLAB and express parallelism through extensions in the form of a few basic keywords.,The , from NVIDIA provides everything you need to develop GPU-accelerated applications. The CUDA Toolkit includes GPU-accelerated libraries, a compiler, development tools and the CUDA runtime.,Thousands of applications developed with CUDA have been deployed to GPUs in embedded systems, workstations, datacenters and in the cloud.,CUDA serves as a common platform across all NVIDIA GPU families so you can deploy and scale your application across GPU configurations., , , , ,The first GPUs were designed as graphics accelerators, becoming more programmable over the 90s, culminating in NVIDIA's first GPU in 1999. Researchers and scientists rapidly began to apply the excellent floating point performance of this GPU for general purpose computing. In 2003, a team of researchers led by Ian Buck unveiled Brook, the first widely adopted programming model to extend C with data-parallel constructs. Ian Buck later joined NVIDIA and led the launch of CUDA in 2006, the world's first solution for general-computing on GPUs.,Since its inception, the CUDA ecosystem has grown rapidly to include software development tools, services and partner-based solutions. The , includes libraries, debugging and optimization tools, a compiler and a runtime library to deploy your application. You'll also find code samples, programming guides, user manuals, API references and other documentation to help you get started.,cuRAND,NPP,Math Library,cuFFT,nvGRAPH,NCCL,Nsight,Visual Profiler, CUDA GDB,CUDA MemCheck,OpenACC,CUDA Profiling Tools Interface,CUDA accelerates applications across a wide range of domains from image processing, to deep learning, numerical analytics and computational science.,Get started with CUDA by downloading the CUDA Toolkit and exploring introductory resources including videos, code samples, hands-on labs and webinars., July 25, 2023, July 25, 2023, July 25, 2023, July 24, 2023, July 3, 2023, June 28, 2023, June 27, 2023, June 27, 2023"
name,content
cycler,"Search code, repositories, users, issues, pull requests...,
        Provide feedback
      ,
        Saved searches
      ,matplotlib/cycler,Name already in use,We read every piece of feedback, and take your input very seriously.,
            To see all available qualifiers, see our ,.
          ,
        cycler: composable cycles
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again., , , ,Docs: ,
      cycler: composable cycles
    "
name,content
keystoneauth1,"Common Authentication Library for OpenStack Clients,Common Authentication Library for OpenStack Clients,Keystoneauth provides a standard way to do authentication and service requests
within the OpenStack ecosystem. It is designed for use in conjunction with the
existing OpenStack clients and for simplifying the process of writing new
clients.,Code is hosted ,. Submit bugs to the Keystone project on
,. Submit code to the , project
using ,.,Run tests with ,.,
 Except where otherwise noted, this document is licensed under
 ,. See all ,.
,
          The OpenStack project is provided under the
          ,. Docs.openstack.org is powered by
          ,.
        "
name,content
progress,"Search code, repositories, users, issues, pull requests...,
        Provide feedback
      ,
        Saved searches
      ,verigak/progress,Name already in use,We read every piece of feedback, and take your input very seriously.,
            To see all available qualifiers, see our ,.
          ,
        Easy to use progress bars for Python
      ,
        Use Git or checkout with SVN using the web URL.
    ,
      Work fast with our official CLI.
      ,.
    ,
                Please
                ,
                to use Codespaces.
              ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,
    If nothing happens, , and try again.
  ,Your codespace will open once ready.,There was a problem preparing your codespace, please try again.,There are 7 progress bars to choose from:,To use them, just call , to advance and , to finish:,or use any bar of this class as a context manager:,The result will be a bar like the following:,To simplify the common case where the work is done in an iterator, you can
use the , method:,Progress bars are very customizable, you can change their width, their fill
character, their suffix and more:,This will produce a bar like the following:,You can use a number of template arguments in , and ,:,Instead of passing all configuration options on instatiation, you can create
your custom subclass:,You can also override any of the arguments or create your own:,For actions with an unknown number of steps you can use a spinner:,There are 5 predefined spinners:,Download from PyPi,There are a number of other classes available too, please check the source or
subclass one of them to create your own.,progress is licensed under ISC,
      Easy to use progress bars for Python
    "
name,content
